BEER	ABV	IBU	GRAVITY	COLOR	CATEGORY_ID	CATEGORY_NAME	STYLE_ID	STYLE_NAME
Harpoon Leviathan Triticus	11.5	50	1.022	20	14	Barley Wine	20	Wheatwine
Harpoon Munich Dark Beer	5.6	23	1.013	21	26	Wheat Beer	93	Munich Dunkel Lager
Harpoon Oatmeal Stout		33	1.015	32	11	Stout	54	Oatmeal Stout
Harpoon Octoberfest Bier	5.5	NULL	NULL	NULL	42	Marzen	NULL	NULL
Harpoon Old Rusty's Red Rye Ale		22	1.012	17	45	Specialty Grain	19	Rye Beer
Harpoon Peche	5	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
Harpoon Rauchfetzen	6.3	35	1.012	20	41	Smoked Beer	103	Smoked Beer
Harpoon Saison	6.3	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
Harpoon Smoked Porter	5.7	35	1.014	29	23	Porter	11	American Porter
Harpoon Steve Stewart's Firth Of Forth Ale	5.4	18	1.012	13	25	Scottish Style Ale	72	Scottish Ale
Harpoon Summer Beer	5	25	1.009	4	39	Kolsch	65	Kölsch
Harpoon UFO Hefeweizen	5.1	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
Harpoon UFO Raspberry Hefeweizen	5.1	12	1.012	5	26	Wheat Beer	63	Hefeweizen
Harpoon UFO White	4.8	NULL	NULL	NULL	26	Wheat Beer	NULL	NULL
Harpoon Weizenbock	7.8	22	1.019	19	26	Wheat Beer	67	Weizenbock
Harpoon Winter Warmer	5.5	25	1.016	17	29	Amber	57	Winter Warmer
Harviestoun Bitter & Twisted	4.2	50	1.014	11	10	India Pale Ale	45	English India Pale Ale (IPA)
Harviestoun Ola Dubh (30 Year)	8	45	1.019	16	38	Old Ale	55	Old Ale
Harviestoun Ola Dubh 16 Year Old	8	45	1.019	16	38	Old Ale	55	Old Ale
Harviestoun Ola Dubh 30 Year Old	8	45	1.019	16	38	Old Ale	55	Old Ale
Harviestoun Old Engine Oil	6	45	1.019	16	38	Old Ale	55	Old Ale
He'Brew (Shmaltz) Bittersweet Lenny's R.I.P.A.	10	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
He'Brew (Shmaltz) Genesis Ale	5.6	32	1.012	27	13	Brown Ale	4	American Brown Ale
He'Brew (Shmaltz) Jewbelation Bar Mitzvah 13	13	85	1.02	13	36	Strong Ale	13	American Strong Ale
He'Brew (Shmaltz) Messiah Bold	5.6	32	1.012	27	13	Brown Ale	4	American Brown Ale
He'Brew (Shmaltz) Origin	8	85	1.02	13	36	Strong Ale	13	American Strong Ale
He'Brew (Shmaltz) R.I.P.A. on Rye	10	22	1.012	17	45	Specialty Grain	19	Rye Beer
He'Brew (Shmaltz) Rejewvenator	7.8	85	1.02	13	36	Strong Ale	13	American Strong Ale
Heineken Birra Moretti	4.6	12	1.006	3	20	Lager	84	Euro Pale Lager
Heineken Birra Moretti La Rossa	7.2	21	1.02	16	16	Bock Beer	87	Doppelbock
Heineken Heineken	5	12	1.006	3	20	Lager	84	Euro Pale Lager
Heineken Heineken Premium Light	3.2	10	1.001	3	20	Lager	80	Light Lager
Heineken Newcastle Brown Ale	4.7	20	1.011	22	13	Brown Ale	43	English Brown Ale
Heinrich Reissdorf Reissdorf Kölsch	4.8	25	1.009	4	39	Kolsch	65	Kölsch
Henry Weinhard's Blue Boar Ale	4.6	NULL	NULL	NULL	17	Cream Ale	NULL	NULL
Henry Weinhard's Hefeweizen	4.86	NULL	NULL	NULL	26	Wheat Beer	NULL	NULL
Henry Weinhard's Private Reserve	4.8	NULL	NULL	NULL	20	Lager	NULL	NULL
Het Anker Cuvee Van de Keizer Blue	11	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Het Anker Cuvee Van de Keizer Red	10	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Het Anker Gouden Carolus Ambrio	8	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Het Anker Gouden Carolus Classic	8.5	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Het Anker Gouden Carolus Hopsinjoor	8	55	1.014	11	10	India Pale Ale	22	Belgian IPA
Het Anker Gouden Carolus Noel	10.5	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Het Anker Gouden Carolus Triple	9	30	1.011	6	9	Tripel	37	Tripel
Highland Auld Asheville Vintage Ale	9.5	45	1.019	16	38	Old Ale	55	Old Ale
Highland Big Butte Smoked Porter	7	35	1.014	29	23	Porter	11	American Porter
Highland Black Mocha Stout	5.6	55	1.016	35	11	Stout	12	American Stout
Highland Black Mountain Bitter	4	30	1.009	9	28	Bitter	42	English Bitter
Highland Cattail Peak Wheat	4.7	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
Highland Clawhammer Oktoberfest	5	23	1.014	11	42	Marzen	95	Märzen / Oktoberfest
Highland Cold Mountain Winter Ale	?	25	1.016	17	36	Strong Ale	57	Winter Warmer
Highland Gaelic Ale	5.8	32	1.012	13	29	Amber	1	American Amber / Red Ale
Highland Kashmir IPA	5.6	50	1.014	11	10	India Pale Ale	8	American IPA
Highland Oatmeal Porter	5.8	35	1.014	29	23	Porter	11	American Porter
Highland Seven Sisters	6.5	20	1.013	13	33	Dubbel	28	Dubbel
Highland St. Terese's Pale Ale	5.2	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Highland Tasgall Ale	8	26	1.035	19	25	Scottish Style Ale	71	Scotch Ale / Wee Heavy
Hill Farmstead Abner	8.2	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Hill Farmstead Edward	5.2	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Hill Farmstead Ephraim	10.5	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Hill Farmstead Jim	7.5	NULL	NULL	NULL	8	Misc	NULL	NULL
Hitachino Espresso Stout	7.5	NULL	NULL	NULL	11	Stout	NULL	NULL
Hitachino Japanese Classic Ale	7	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Hitachino Lacto Sweet Stout	3.8	NULL	NULL	NULL	11	Stout	NULL	NULL
Hitachino Nest Weizen	5	12	1.012	5	26	Wheat Beer	63	Hefeweizen
Hitachino New Year Celebration Ale	9	NULL	NULL	NULL	36	Strong Ale	NULL	NULL
Hitachino Real Ginger Brew	7	NULL	NULL	NULL	44	Fruit/Vegetable	NULL	NULL
Hitachino Red Rice Ale	7	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Hitachino White Ale	5	NULL	NULL	NULL	26	Wheat Beer	NULL	NULL
Hitachino XH	7	85	1.02	13	36	Strong Ale	13	American Strong Ale
Hite Hite	4.5	NULL	NULL	NULL	20	Lager	NULL	NULL
Hofbräu München Hofbräu Original	5.1	19	1.01	4	16	Bock Beer	94	Munich Helles Lager
Hofbräu München Münchner Weisse	5.1	12	1.012	5	26	Wheat Beer	63	Hefeweizen
Hofbräu München Oktoberfestbier	6.3	23	1.014	11	42	Marzen	95	Märzen / Oktoberfest
Hometown Light	3.7	10	1.001	3	20	Lager	80	Light Lager
Hometown New Jersey Lager	4.1	32	1.01	17	29	Amber	75	American Amber / Red Lager
Hometown New York Lager	5	32	1.01	17	29	Amber	75	American Amber / Red Lager
Hometown Pennsylvania Lager	5	10	1.006	3	20	Lager	74	American Adjunct Lager
Hoppin' Frog B.O.R.I.S. The Crusher	9.4	70	1.024	35	11	Stout	56	Russian Imperial Stout
Hoppin' Frog Mean Manalishi Double I.P.A.	8.2	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Hopworks (HUB) Hopworks IPA	6.6	50	1.014	11	10	India Pale Ale	8	American IPA
Hopworks (HUB) Survival 7-Grain Stout	5.3	33	1.015	32	11	Stout	54	Oatmeal Stout
Hudepohl-Schoenling Little Kings Cream Ale	5.5	NULL	NULL	NULL	17	Cream Ale	NULL	NULL
Huyghe Delirium Nocturnum	8.5	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Huyghe Delirium Noel	10	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Huyghe Delirium Tremens	8.5	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Innis and Gunn Oak Aged Beer	6.6	30	1.01	9	31	Pale Ale	46	English Pale Ale
Inveralmond Blackfriar	7	18	1.012	13	25	Scottish Style Ale	72	Scottish Ale
Inveralmond Lia Fail	4.7	18	1.012	13	28	Bitter	72	Scottish Ale
Inveralmond Ossian	4.1	18	1.011	9	30	Blonde	47	English Pale Mild Ale
Iron City Augustiner Lager	4.3	24	1.012	13	20	Lager	98	Vienna Lager
Iron City I.C. Light	4.15	10	1.001	3	20	Lager	80	Light Lager
Iron City Premium Lager	4.5	10	1.006	3	20	Lager	74	American Adjunct Lager
Ithaca Alphalpha	8.5	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Ithaca Apricot Wheat	4.9	NULL	NULL	NULL	44	Fruit/Vegetable	NULL	NULL
Ithaca Brute	6.5	17	1.01	8	32	Wild Ale	14	American Wild Ale
Ithaca Cascazilla	7	NULL	NULL	NULL	29	Amber	NULL	NULL
Ithaca Double IPA	9.2	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Ithaca Eleven	8.5	30	1.019	35	11	Stout	53	Milk / Sweet Stout
Ithaca Flower Power	7	50	1.014	11	10	India Pale Ale	8	American IPA
Ithaca Gorges Smoked Porter	6.3	35	1.014	29	41	Smoked Beer	11	American Porter
Ithaca Ground Break	6	NULL	NULL	NULL	24	Saison	NULL	NULL
Ithaca Nut Brown Ale	4.9	20	1.011	22	13	Brown Ale	43	English Brown Ale
Ithaca Old Habit	9	22	1.012	17	14	Barley Wine	19	Rye Beer
Ithaca Pale Ale	5.8	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Ithaca Ten	10	85	1.02	13	36	Strong Ale	13	American Strong Ale
Ithaca White Gold	8	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
J.W. Lees Harvest Ale	11.5	52	1.024	15	14	Barley Wine	41	English Barleywine
James Boag Premium Lager	5	12	1.006	3	20	Lager	84	Euro Pale Lager
Jolly Pumpkin Bam Biere	4.5	NULL	NULL	NULL	24	Saison	NULL	NULL
Jolly Pumpkin Bam Noire	4.3	NULL	NULL	NULL	24	Saison	NULL	NULL
Jolly Pumpkin Calabaza Blanca	4.8	15	1.01	3	26	Wheat Beer	38	Witbier
Jolly Pumpkin La Roja	7.2	17	1.01	8	32	Wild Ale	14	American Wild Ale
Jolly Pumpkin Luciernaga (The Firefly)	6.5	25	1.012	11	31	Pale Ale	23	Belgian Pale Ale
Jolly Pumpkin Madrugada Obscura (Dark Dawn Stout)	8.1	NULL	NULL	NULL	11	Stout	NULL	NULL
Jolly Pumpkin Maracaibo Especial (Special Brown Ale)	7.5	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Jolly Pumpkin Oro de Calabaza	8	15	1.012	12	35	Biere de Garde	27	Bière de Garde
Karl Strauss Amber Lager	4.2	32	1.01	17	29	Amber	75	American Amber / Red Lager
Karl Strauss Red Trolley Ale	5.8	32	1.012	13	29	Amber	1	American Amber / Red Ale
Karl Strauss Woodie Gold	4.6	35	1.01	4	12	Pilsner	90	German Pilsener
Kenya Breweries Tusker Premium Lager	4.2	10	1.006	3	20	Lager	74	American Adjunct Lager
Kettlehouse Cold Smoke Scotch Ale	6.5	26	1.035	19	25	Scottish Style Ale	71	Scotch Ale / Wee Heavy
Kirin Kirin Ichiban	5	12	1.006	3	20	Lager	100	Japanese Rice Lager
Kona Fire Rock Pale Ale	6	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Kona Longboard Lager	5.5	10	1.006	3	20	Lager	78	American Pale Lager
Kona Pipeline Porter	5.4	35	1.014	29	23	Porter	11	American Porter
Kona Wailua	5.4	13	1.01	3	44	Fruit/Vegetable	10	American Pale Wheat Ale
Konigshoeven La Trappe Blond	6.5	25	1.012	11	31	Pale Ale	23	Belgian Pale Ale
Konigshoeven La Trappe Dubbel	7	20	1.013	13	33	Dubbel	28	Dubbel
Konigshoeven La Trappe Quadrupel	10	NULL	NULL	NULL	34	Quad	NULL	NULL
Konigshoeven La Trappe Tripel	8	30	1.011	6	9	Tripel	37	Tripel
Konigshoeven Tilburg's Dutch Brown Ale	5	25	1.015	16	33	Dubbel	21	Belgian Dark Ale
Konigshoeven Witte Trappist	5.5	15	1.01	3	26	Wheat Beer	38	Witbier
Köstritzer Köstritzer Schwarzbier	4.8	28	1.013	24	43	Schwarzbier	97	Schwarzbier
Kronenbourg 1664	5.9	12	1.006	3	20	Lager	84	Euro Pale Lager
Kulmbacher Eisbock	9.2	30	1.027	24	16	Bock Beer	89	Eisbock
Kulmbacher EKU 28	11	21	1.02	16	16	Bock Beer	87	Doppelbock
Kulmbacher Mönchshof Schwarzbier	4.9	28	1.013	24	43	Schwarzbier	97	Schwarzbier
Labatt Ice	5.6	NULL	NULL	NULL	20	Lager	NULL	NULL
Labatt Kokanee	5	NULL	NULL	NULL	20	Lager	NULL	NULL
Labatt Labatt Blue	5	10	1.006	3	20	Lager	74	American Adjunct Lager
Labatt Labatt Blue Light	4	10	1.001	3	20	Lager	80	Light Lager
Labatt Maximum Ice	7.1	NULL	NULL	NULL	8	Misc	NULL	NULL
Lagunitas A Little Sumpin' Extra! Ale	8.74	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Lagunitas A Little Sumpin' Sumpin' Ale	7.3	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
Lagunitas Brown Shugga'	9.5	85	1.02	13	36	Strong Ale	13	American Strong Ale
Lagunitas Cappuccino Stout	8.3	NULL	NULL	NULL	11	Stout	NULL	NULL
Lagunitas Censored (Kronik)	5.9	NULL	NULL	NULL	29	Amber	NULL	NULL
Lagunitas Hop Stoopid	8	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Lagunitas Imperial Stout	8.2	70	1.024	35	11	Stout	56	Russian Imperial Stout
Lagunitas IPA	5.7	50	1.014	11	10	India Pale Ale	8	American IPA
Lagunitas Little Sumpin' Wild	8.85	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Lagunitas Lucky 13	8.3	NULL	NULL	NULL	29	Amber	NULL	NULL
Lagunitas Maximus	7.5	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Lagunitas New Dogtown Pale Ale	6.4	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Lagunitas Olde Gnarlywine	11	NULL	NULL	NULL	14	Barley Wine	NULL	NULL
Lagunitas Pils	5.3	NULL	NULL	NULL	20	Lager	NULL	NULL
Lagunitas Sirius Ale	7	18	1.009	4	17	Cream Ale	17	Cream Ale
Lagunitas The Hairy Eyeball Ale	8.8	85	1.02	13	36	Strong Ale	13	American Strong Ale
Lagunitas Undercover Investigation Shut-Down	9.28	85	1.02	13	36	Strong Ale	13	American Strong Ale
Lagunitas Wilco Tango Foxtrot	7.83	85	1.02	13	36	Strong Ale	13	American Strong Ale
Lake Placid 46'er Pale Ale	6	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Lake Placid Honey Rye	?	NULL	NULL	NULL	45	Specialty Grain	NULL	NULL
Lake Placid India Pale Ale	6.8	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Lake Placid Ubu Ale	7	NULL	NULL	NULL	36	Strong Ale	NULL	NULL
Lakefront E.S.B.	5.42	40	1.013	12	28	Bitter	51	Extra Special / Strong Bitter (ESB)
Lakefront Fuel Cafe	5.93	55	1.016	35	11	Stout	12	American Stout
Lakefront New Grist	5.75	13	1.012	8	45	Specialty Grain	101	Fruit / Vegetable Beer
Lancaster Hop Hog	7.9	50	1.014	11	10	India Pale Ale	8	American IPA
Lancaster Milk Stout	5.3	30	1.019	35	11	Stout	53	Milk / Sweet Stout
Lazy Magnolia Southern Pecan	4.25	20	1.011	22	13	Brown Ale	43	English Brown Ale
Left Hand Black Jack Porter	5.8	27	1.011	25	23	Porter	48	English Porter
Left Hand Chainsaw Ale (Double Sawtooth)	8.3	85	1.02	13	36	Strong Ale	13	American Strong Ale
Left Hand Fade to Black	8.5	50	1.015	35	11	Stout	52	Foreign / Export Stout
Left Hand Goosinator Doppelbock	7.2	21	1.02	16	16	Bock Beer	87	Doppelbock
Left Hand Haystack Wheat	4.9	12	1.012	5	26	Wheat Beer	63	Hefeweizen
Left Hand Imperial Stout	10.4	NULL	NULL	NULL	11	Stout	NULL	NULL
Left Hand Jackman's	5.2	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Left Hand Juju Ginger	4	NULL	NULL	NULL	44	Fruit/Vegetable	NULL	NULL
Left Hand Milk Stout	5.2	30	1.019	35	11	Stout	53	Milk / Sweet Stout
Left Hand Oak Aged Imperial Stout	10.4	70	1.024	35	11	Stout	7	American Double / Imperial Stout
Left Hand Oak-Aged Widdershins	8.8	85	1.022	14	14	Barley Wine	2	American Barleywine
Left Hand Oktoberfest	6	NULL	NULL	NULL	42	Marzen	NULL	NULL
Left Hand Polestar Pilsner	5	NULL	NULL	NULL	12	Pilsner	NULL	NULL
Left Hand Rye Bock Lager	7.7	21	1.02	16	16	Bock Beer	87	Doppelbock
Left Hand Sawtooth	4.75	40	1.013	12	28	Bitter	51	Extra Special / Strong Bitter (ESB)
Left Hand Smoke Jumper	9.8	35	1.014	29	41	Smoked Beer	11	American Porter
Left Hand Smoked Goosinator Doppelbock	7.7	21	1.02	16	41	Smoked Beer	87	Doppelbock
Left Hand Snow Bound Winter Ale	8.6	25	1.016	17	44	Fruit/Vegetable	57	Winter Warmer
Left Hand Snowbound	8.6	25	1.016	17	36	Strong Ale	57	Winter Warmer
Left Hand St. Vrain Tripel	9	30	1.011	6	9	Tripel	37	Tripel
Left Hand Terra-Rye'zd	6.6	22	1.012	17	45	Specialty Grain	19	Rye Beer
Left Hand Twin Sisters	9.6	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Left Hand Twin Sisters	9.6	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Left Hand Warrior IPA	6.8	50	1.014	11	10	India Pale Ale	8	American IPA
Leinenkugel's 1888 Bock	5.1	22	1.016	17	16	Bock Beer	86	Bock
Leinenkugel's Berry Weisse	4.74	13	1.012	8	26	Wheat Beer	101	Fruit / Vegetable Beer
Leinenkugel's Big Butt Doppelbock	5.8	21	1.02	16	16	Bock Beer	87	Doppelbock
Leinenkugel's Classic Amber	4.9	32	1.01	17	20	Lager	75	American Amber / Red Lager
Leinenkugel's Creamy Dark	4.94	14	1.01	17	20	Lager	83	Euro Dark Lager
Leinenkugel's Fireside Nut Brown	4.9	14	1.01	17	13	Brown Ale	83	Euro Dark Lager
Leinenkugel's Honey Weisse	4.9	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
Leinenkugel's Light	4.19	10	1.001	3	20	Lager	80	Light Lager
Leinenkugel's Oktoberfest	5.1	23	1.014	11	42	Marzen	95	Märzen / Oktoberfest
Leinenkugel's Original	4.5	10	1.006	3	20	Lager	74	American Adjunct Lager
Leinenkugel's Red Lager	4.49	24	1.012	13	20	Lager	98	Vienna Lager
Leinenkugel's Summer Shandy	4.2	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
Leinenkugel's Sunset Wheat	4.9	15	1.01	3	26	Wheat Beer	38	Witbier
Lindemans Cassis	4	5	1.005	5	44	Fruit/Vegetable	33	Lambic - Fruit
Lindemans Faro Lambic	4.2	5	1.005	5	32	Wild Ale	29	Faro
Lindemans Framboise	2.5	5	1.005	5	44	Fruit/Vegetable	33	Lambic - Fruit
Lindemans Gueuze	4	5	1.003	5	32	Wild Ale	32	Gueuze
Lindemans Gueuze Cuvée René	6	5	1.003	5	32	Wild Ale	32	Gueuze
Lindemans Kriek	4	5	1.005	5	44	Fruit/Vegetable	33	Lambic - Fruit
Lindemans Pêche	4	5	1.005	5	44	Fruit/Vegetable	33	Lambic - Fruit
Lindemans Pomme	4	5	1.005	5	44	Fruit/Vegetable	33	Lambic - Fruit
Lion Brewery Lionshead Deluxe Pilsner	4.5	10	1.006	3	20	Lager	74	American Adjunct Lager
Little Creatures Pale Ale	5.2	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Long Trail Blackbeary Wheat	4	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
Long Trail Double Bag	7.2	38	1.013	16	38	Old Ale	59	Altbier
Long Trail Long Trail Ale	4.6	38	1.013	16	38	Old Ale	59	Altbier
Long Trail Long Trail IPA	5.9	50	1.014	11	10	India Pale Ale	45	English India Pale Ale (IPA)
Long Trail Pale Ale	5	30	1.01	9	31	Pale Ale	46	English Pale Ale
Lost Abbey 10 Commandments	9	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Lost Abbey Avant Garde	7	15	1.012	12	35	Biere de Garde	27	Bière de Garde
Lost Abbey Carnevale 2009	6.5	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
Lost Abbey Cuvee De Tomme	11.5	17	1.01	8	36	Strong Ale	14	American Wild Ale
Lost Abbey Cuvee De Tomme	11.5	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Lost Abbey Deliverance	12.5	NULL	NULL	NULL	36	Strong Ale	NULL	NULL
Lost Abbey Devotion	6.2	25	1.012	11	30	Blonde	23	Belgian Pale Ale
Lost Abbey Gift Of The Magi	10	15	1.012	12	35	Biere de Garde	27	Bière de Garde
Lost Abbey Inferno Ale	8.5	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Lost Abbey Judgment Day	10.5	28	1.017	17	34	Quad	35	Quadrupel (Quad)
Lost Abbey Lost And Found	8	20	1.013	13	33	Dubbel	28	Dubbel
Lost Abbey Ne Goeien	5.5	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
Lost Abbey Red Barn	6.7	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
Lost Abbey Serpent's Stout	11	70	1.024	35	11	Stout	7	American Double / Imperial Stout
Lost Abbey The Angel's Share (Bourbon Barrel-Aged)	12.5	85	1.02	13	14	Barley Wine	13	American Strong Ale
Lost Abbey The Angel's Share (Brandy Barrel-Aged)	12.5	85	1.02	13	14	Barley Wine	13	American Strong Ale
Lost Abbey Witch's Wit	4.8	15	1.01	3	26	Wheat Beer	38	Witbier
Lost Coast 8 Ball Stout	6.3	55	1.016	35	11	Stout	12	American Stout
Lost Coast Alleycat Amber	5.5	32	1.012	13	29	Amber	1	American Amber / Red Ale
Lost Coast Downtown Brown	5	20	1.011	22	13	Brown Ale	43	English Brown Ale
Lost Coast Great White	4.8	15	1.01	3	26	Wheat Beer	38	Witbier
Lost Coast Indica India Pale Ale	6.5	50	1.014	11	10	India Pale Ale	8	American IPA
Lost Coast Winterbraun	6.5	20	1.011	22	13	Brown Ale	43	English Brown Ale
Lowenbrau Munich Löwenbräu Original	5.2	19	1.01	4	20	Lager	94	Munich Helles Lager
Luxembourg Diekirch Premium	4.8	12	1.006	3	20	Lager	84	Euro Pale Lager
Mac and Jack's African Amber	?	NULL	NULL	NULL	29	Amber	NULL	NULL
Mad River Jamaica Red Ale	6.5	32	1.012	13	29	Amber	1	American Amber / Red Ale
Mad River John Barleycorn	9.5	85	1.022	14	14	Barley Wine	2	American Barleywine
Mad River Steelhead Double IPA	8.6	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Mad River Steelhead Extra Pale Ale	5.6	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Mad River Steelhead Extra Stout	6.6	55	1.016	35	11	Stout	12	American Stout
Mad River Steelhead Scotch Porter	6	27	1.011	25	23	Porter	48	English Porter
Magic Hat #9	4.6	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
Magic Hat Blind Faith	5.6	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Magic Hat Circus Boy	5.4	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
Magic Hat Hex	5.4	32	1.012	13	29	Amber	1	American Amber / Red Ale
Magic Hat Hi.P.A.	5.8	50	1.014	11	10	India Pale Ale	8	American IPA
Magic Hat Hocus Pocus	4.5	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
Magic Hat Jinx	6.9	NULL	NULL	NULL	25	Scottish Style Ale	NULL	NULL
Magic Hat Lucky Kat	5.8	50	1.014	11	10	India Pale Ale	8	American IPA
Magic Hat Odd Notion Fall '09	6.2	25	1.015	16	11	Stout	21	Belgian Dark Ale
Magic Hat Odd Notion Spring '09	5	20	1.013	8	12	Pilsner	102	Herbed / Spiced Beer
Magic Hat Odd Notion Summer '09	5	25	1.012	11	20	Lager	23	Belgian Pale Ale
Magic Hat Roxy Rolles	5.8	32	1.012	13	29	Amber	1	American Amber / Red Ale
Magic Hat Wacko	4.5	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
Mammoth Brewing IPA 395	8	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Marshall Brewing Atlas IPA	6.5	50	1.014	11	10	India Pale Ale	8	American IPA
Marshall Brewing Big Jamoke	6.8	35	1.014	29	23	Porter	11	American Porter
Marshall Brewing McNellie's Pub Ale	5	30	1.009	9	28	Bitter	42	English Bitter
Marshall Brewing Oktoberfest	6	23	1.014	11	42	Marzen	95	Märzen / Oktoberfest
Marshall Brewing Old Pavilion	5	35	1.01	4	12	Pilsner	90	German Pilsener
Marshall Brewing Sundown Wheat	4.7	15	1.01	3	26	Wheat Beer	38	Witbier
Matt Brewing Mississippi Mud Black & Tan	5	25	1.012	25	13	Brown Ale	15	Black & Tan
Matt Brewing Pete's Wicked Ale	5.3	20	1.011	22	13	Brown Ale	43	English Brown Ale
Matt Brewing Pete's Wicked Strawberry Blonde	5	NULL	NULL	NULL	44	Fruit/Vegetable	NULL	NULL
Maui Big Swell IPA	6.3	50	1.014	11	10	India Pale Ale	8	American IPA
Maui CoCoNut Porter	5.7	35	1.014	29	23	Porter	11	American Porter
Mayflower IPA	7	50	1.014	11	10	India Pale Ale	8	American IPA
Mayflower Porter	5.5	27	1.011	25	23	Porter	48	English Porter
McAuslan St. Ambroise Oatmeal Stout	5	33	1.015	32	11	Stout	54	Oatmeal Stout
Meantime Coffee Porter	6	27	1.011	25	23	Porter	48	English Porter
Meantime IPA	7.5	50	1.014	11	10	India Pale Ale	45	English India Pale Ale (IPA)
Meantime London Porter	6.5	27	1.011	25	23	Porter	48	English Porter
Meantime London Stout	4.5	38	1.01	33	11	Stout	49	English Stout
Meantime Scotch Ale	8	26	1.035	19	25	Scottish Style Ale	71	Scotch Ale / Wee Heavy
Mendocino Black Hawk Stout	5.2	55	1.016	35	11	Stout	12	American Stout
Mendocino Blue Heron	6.1	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Mendocino Eye of the Hawk	8	85	1.02	13	36	Strong Ale	13	American Strong Ale
Mendocino Red Tail Ale	6	32	1.012	13	29	Amber	1	American Amber / Red Ale
Mendocino White Hawk IPA	7	50	1.014	11	10	India Pale Ale	8	American IPA
Metropolitan Dynamo	5.6	24	1.012	13	20	Lager	98	Vienna Lager
Metropolitan Flywheel	5	35	1.01	4	12	Pilsner	90	German Pilsener
Metropolitan Krankshaft	5	25	1.009	4	39	Kolsch	65	Kölsch
Michelob Amber Bock	5.2	22	1.016	17	16	Bock Beer	86	Bock
Michelob Bavarian Style Wheat	5.2	12	1.012	5	26	Wheat Beer	63	Hefeweizen
Michelob Beach Bum Blonde	5.4	NULL	NULL	NULL	30	Blonde	NULL	NULL
Michelob Dunkel Weisse	5.5	13	1.012	18	26	Wheat Beer	61	Dunkelweizen
Michelob Honey Lager	4.9	NULL	NULL	NULL	20	Lager	NULL	NULL
