BEER_ID	BEER	ABV	IBU	GRAVITY	COLOR	CATEGORY_ID	CATEGORY_NAME	STYLE_ID	STYLE_NAME
1156	Dogfish Head 60 Minute IPA	6	50	1.014	11	10	India Pale Ale	8	American IPA
1157	Dogfish Head 90 Minute IPA	9	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
1159	Dogfish Head Aprihop	7	50	1.014	11	10	India Pale Ale	8	American IPA
1911	Dogfish Head Bitches Brew	9	70	1.024	35	11	Stout	56	Russian Imperial Stout
1909	Dogfish Head Black & Blue	10	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
1162	Dogfish Head Burton Baton	10	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
1910	Dogfish Head Chateau Jiahu	8	20	1.013	8	8	Misc	102	Herbed / Spiced Beer
1160	Dogfish Head Chicory Stout	5.2	55	1.016	35	11	Stout	12	American Stout
1161	Dogfish Head Festina Peche	4.5	7	1.004	3	26	Wheat Beer	60	Berliner Weissbier
1747	Dogfish Head Fort	18	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
1163	Dogfish Head Immort Ale	11	85	1.02	13	36	Strong Ale	13	American Strong Ale
1164	Dogfish Head Indian Brown Ale	7.2	32	1.012	27	13	Brown Ale	4	American Brown Ale
1165	Dogfish Head Midas Touch	9	20	1.013	8	36	Strong Ale	102	Herbed / Spiced Beer
2091	Dogfish Head My Antonia	7.5	NULL	NULL	NULL	12	Pilsner	NULL	NULL
1166	Dogfish Head Olde School Barleywine	15.04	85	1.022	14	14	Barley Wine	2	American Barleywine
1167	Dogfish Head Palo Santo Marron	12	32	1.012	27	13	Brown Ale	4	American Brown Ale
1912	Dogfish Head Pangaea	7	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
1168	Dogfish Head Punkin Ale	7	20	1.015	15	44	Fruit/Vegetable	18	Pumpkin Ale
1169	Dogfish Head Raison D'Etre	8	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
1913	Dogfish Head Raison D'extra	18	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
1914	Dogfish Head Red & White	10	15	1.01	3	26	Wheat Beer	38	Witbier
1915	Dogfish Head Sah'tea	9	26	1.01	6	8	Misc	58	Sahti
1170	Dogfish Head Shelter Pale Ale	5	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
1916	Dogfish Head Squall IPA	9	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
1917	Dogfish Head Theobroma	9	25	1.012	10	44	Fruit/Vegetable	16	Chile Beer
1171	Dogfish Head World Wide Stout	18	70	1.024	35	11	Stout	7	American Double / Imperial Stout
1176	Drake's 1500 Pale Ale	5.2	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
1177	Drake's Amber	5.9	32	1.012	13	29	Amber	1	American Amber / Red Ale
1178	Drake's Blonde	4.8	25	1.009	4	39	Kolsch	65	Kölsch
1179	Drake's Hefe	4.9	12	1.012	5	26	Wheat Beer	63	Hefeweizen
1181	Drake's Imperial Stout	8.75	70	1.024	35	11	Stout	56	Russian Imperial Stout
1180	Drake's IPA	7	50	1.014	11	10	India Pale Ale	8	American IPA
1182	Dubuisson Scaldis Belgian Ale	12	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
1183	Dubuisson Scaldis Noel	12	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
2092	Duck-Rabbit Amber Ale	5.5	NULL	NULL	NULL	29	Amber	NULL	NULL
2101	Duck-Rabbit Baltic Porter	9	NULL	NULL	NULL	23	Porter	NULL	NULL
2102	Duck-Rabbit Barleywine Ale	11	NULL	NULL	NULL	14	Barley Wine	NULL	NULL
2093	Duck-Rabbit Brown Ale	5.6	NULL	NULL	NULL	13	Brown Ale	NULL	NULL
2094	Duck-Rabbit Duck-Rabbator	8.5	NULL	NULL	NULL	16	Bock Beer	NULL	NULL
2095	Duck-Rabbit Märzen	?	NULL	NULL	NULL	42	Marzen	NULL	NULL
2096	Duck-Rabbit Milk Stout	5.7	NULL	NULL	NULL	11	Stout	NULL	NULL
2097	Duck-Rabbit Porter	5.7	NULL	NULL	NULL	23	Porter	NULL	NULL
2098	Duck-Rabbit Rabid Duck	10	NULL	NULL	NULL	11	Stout	NULL	NULL
2099	Duck-Rabbit Schwarzbier	5.8	NULL	NULL	NULL	43	Schwarzbier	NULL	NULL
2100	Duck-Rabbit Wee Heavy Scotch Style Ale	8	NULL	NULL	NULL	25	Scottish Style Ale	NULL	NULL
1197	Dupont Avec Les Bons Voeux	9.5	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
1191	Dupont Avril	3.5	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
1192	Dupont Biere de Miel	8	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
1193	Dupont Foret	7.5	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
1194	Dupont Moinette Blond	8.5	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
1195	Dupont Moinette Brune	8.5	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
1196	Dupont Saison Dupont	6.5	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
1202	Eel River Acai Berry Wheat	4	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
1203	Eel River Amber Ale	4.75	32	1.012	13	29	Amber	1	American Amber / Red Ale
1204	Eel River I.P.A.	7.2	50	1.014	11	10	India Pale Ale	45	English India Pale Ale (IPA)
1205	Eel River Porter	5.8	35	1.014	29	23	Porter	11	American Porter
1206	Eel River Raven's Eye Imperial Stout	9.5	70	1.024	35	11	Stout	56	Russian Imperial Stout
1207	Eel River Triple Exultation	9.7	45	1.019	16	38	Old Ale	55	Old Ale
1211	Einbecker Brauhaus Mai-Ur-Bock	6.5	28	1.015	8	16	Bock Beer	92	Maibock / Helles Bock
1208	Einbecker Brauhaus Schwarzbier	4.9	28	1.013	24	43	Schwarzbier	97	Schwarzbier
1209	Einbecker Brauhaus Ur-Bock Dunkel	6.5	22	1.016	17	16	Bock Beer	86	Bock
1210	Einbecker Brauhaus Ur-Bock Hell	6.5	28	1.015	8	16	Bock Beer	92	Maibock / Helles Bock
1212	Elysian Brewing Avatar Jasmine IPA	6.3	50	1.014	11	10	India Pale Ale	8	American IPA
1213	Elysian Brewing Dragonstooth Stout	7.4	70	1.024	35	11	Stout	7	American Double / Imperial Stout
1214	Elysian Brewing Night Owl Pumpkin Ale	6.1	20	1.015	15	44	Fruit/Vegetable	18	Pumpkin Ale
1215	Elysian Brewing Perseus Porter	5.39	35	1.014	29	23	Porter	11	American Porter
1216	Elysian Brewing The Immortal IPA	6.21	50	1.014	11	10	India Pale Ale	8	American IPA
1217	Elysian Brewing The Wise ESB	6.21	40	1.013	12	28	Bitter	51	Extra Special / Strong Bitter (ESB)
1627	Erdinger Pikantus	7.3	22	1.019	19	16	Bock Beer	67	Weizenbock
1628	Erdinger Weissbier	5.3	12	1.012	5	26	Wheat Beer	63	Hefeweizen
1629	Erdinger Weissbier Dunkel	5.6	13	1.012	18	26	Wheat Beer	61	Dunkelweizen
1218	Erie Brewing Mad Anthony's APA	5.5	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
1219	Erie Brewing Misery Bay IPA	6.5	50	1.014	11	10	India Pale Ale	8	American IPA
1222	Erie Brewing Ol' Red Cease and Desist	10.1	26	1.035	19	25	Scottish Style Ale	71	Scotch Ale / Wee Heavy
1220	Erie Brewing Presque Isle Pilsner	4.2	35	1.01	4	12	Pilsner	90	German Pilsener
1221	Erie Brewing Railbender Ale	6.8	18	1.012	13	25	Scottish Style Ale	72	Scottish Ale
2107	Evolution Exile ESB	5.8	NULL	NULL	NULL	28	Bitter	NULL	NULL
2108	Evolution Lot #3 IPA	6.8	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
2109	Evolution Lucky 7 Porter	5.8	NULL	NULL	NULL	23	Porter	NULL	NULL
2110	Evolution Primal Pale Ale	4.9	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
711	Fantome BBB Dark White	4.5	28	1.011	4	31	Pale Ale	25	Belgian Strong Pale Ale
709	Fantome Black Ghost	8	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
710	Fantome Brise-BonBons	8	NULL	NULL	NULL	24	Saison	NULL	NULL
175	Fantome Chocolat	8	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
712	Fantome De Noel	10	NULL	NULL	NULL	24	Saison	NULL	NULL
713	Fantome Hiver	8	NULL	NULL	NULL	24	Saison	NULL	NULL
176	Fantome La Dalmatienne	8	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
714	Fantome Printemps	8	NULL	NULL	NULL	24	Saison	NULL	NULL
715	Fantome Saison	8	NULL	NULL	NULL	24	Saison	NULL	NULL
716	Fantome Strange Ghost	8	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
1071	FEMSA Bohemia	5.3	35	1.01	4	12	Pilsner	90	German Pilsener
1175	FEMSA Dos Equis Amber	4.5	24	1.012	13	20	Lager	98	Vienna Lager
1174	FEMSA Dos Equis Special Lager	5	10	1.006	3	20	Lager	74	American Adjunct Lager
1440	FEMSA Sol	4.5	10	1.006	3	20	Lager	74	American Adjunct Lager
1486	FEMSA Tecate	4.5	10	1.006	3	20	Lager	74	American Adjunct Lager
1605	FEMSA Xingu Black Beer	4.7	28	1.013	24	43	Schwarzbier	97	Schwarzbier
789	Firestone Walker Double Barrel Ale	5	30	1.01	9	31	Pale Ale	46	English Pale Ale
882	Firestone Walker Nectar IPA	6.7	50	1.014	11	10	India Pale Ale	8	American IPA
790	Firestone Walker Pale 31	4.8	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
883	Firestone Walker Red Nectar	5.16	NULL	NULL	NULL	29	Amber	NULL	NULL
791	Firestone Walker Union Jack IPA	7.5	50	1.014	11	10	India Pale Ale	8	American IPA
177	Flossmoor Station Collaborative Evil	10	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
178	Flossmoor Station Killer Kapowski	8	30	1.02	23	23	Porter	39	Baltic Porter
179	Flossmoor Station Pullman Brown Ale	6	32	1.012	27	13	Brown Ale	4	American Brown Ale
180	Flossmoor Station Wooden Hell	9.5	52	1.024	15	14	Barley Wine	41	English Barleywine
182	Flying Dog Dog Schwarz	7.8	25	1.014	17	41	Smoked Beer	96	Rauchbier
181	Flying Dog Doggie Style	5.5	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
183	Flying Dog Dogtoberfest	5.8	23	1.014	11	42	Marzen	95	Märzen / Oktoberfest
184	Flying Dog Double Dog	11.5	90	1.017	12	36	Strong Ale	6	American Double / Imperial IPA
185	Flying Dog Garde Dog	5.5	15	1.012	12	35	Biere de Garde	27	Bière de Garde
186	Flying Dog Gonzo	7.8	30	1.02	23	23	Porter	39	Baltic Porter
187	Flying Dog Horn Dog	10.2	52	1.024	15	14	Barley Wine	41	English Barleywine
188	Flying Dog In Heat Wheat	4.7	12	1.012	5	26	Wheat Beer	63	Hefeweizen
189	Flying Dog K9 Cruiser	6.4	26	1.02	17	36	Strong Ale	50	English Strong Ale
190	Flying Dog Kerberos Tripel	8.5	30	1.011	6	9	Tripel	37	Tripel
191	Flying Dog Old Scratch	5.5	32	1.01	17	29	Amber	75	American Amber / Red Lager
1823	Flying Dog Raging Bitch Belgian IPA	8.3	55	1.014	11	10	India Pale Ale	22	Belgian IPA
192	Flying Dog Road Dog	6	35	1.014	29	23	Porter	11	American Porter
193	Flying Dog Snake Dog	7.1	50	1.014	11	10	India Pale Ale	8	American IPA
194	Flying Dog Tire Bite	5	25	1.009	4	39	Kolsch	65	Kölsch
195	Flying Dog Woody Creek White	4.8	15	1.01	3	26	Wheat Beer	38	Witbier
1227	Flying Fish Belgian Style Dubbel	7.3	20	1.013	13	33	Dubbel	28	Dubbel
1228	Flying Fish ESB Ale	5.5	40	1.013	12	28	Bitter	51	Extra Special / Strong Bitter (ESB)
1229	Flying Fish Extra Pale Ale	4.7	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
1231	Flying Fish Farmhouse Summer Ale	4.6	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
1232	Flying Fish Grand Cru Winter Reserve	7.2	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
1230	Flying Fish HopFish	6.3	50	1.014	11	10	India Pale Ale	45	English India Pale Ale (IPA)
1233	Flying Fish Imperial Espresso Porter	8	35	1.014	29	23	Porter	11	American Porter
196	Foothills Foothills Oktoberfest	6.5	23	1.014	11	42	Marzen	95	Märzen / Oktoberfest
197	Foothills Foothills Red	4.7	22	1.011	14	29	Amber	69	Irish Red Ale
717	Foothills Hoppyum	6.25	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
718	Foothills Seeing Double IPA	9.5	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
198	Foothills Sexual Chocolate	10	70	1.024	35	11	Stout	56	Russian Imperial Stout
719	Foothills Total Eclipse Stout	7	NULL	NULL	NULL	11	Stout	NULL	NULL
199	Foster's Foster's Premium Ale	5.5	40	1.013	12	31	Pale Ale	51	Extra Special / Strong Bitter (ESB)
1919	Founders Backwoods Bastard	10.2	26	1.035	19	25	Scottish Style Ale	71	Scotch Ale / Wee Heavy
931	Founders Breakfast Stout	8.3	NULL	NULL	NULL	11	Stout	NULL	NULL
1920	Founders Canadian Breakfast Stout	9.4	70	1.024	35	11	Stout	7	American Double / Imperial Stout
932	Founders Centennial IPA	7.2	50	1.014	11	10	India Pale Ale	8	American IPA
1921	Founders Cerise	6.5	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
939	Founders Curmudgeon Old Ale	9.8	45	1.019	16	38	Old Ale	55	Old Ale
933	Founders Devil Dancer Triple IPA	12	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
934	Founders Dirty Bastard	8.3	NULL	NULL	NULL	25	Scottish Style Ale	NULL	NULL
935	Founders Double Trouble	9.4	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
1922	Founders Harvest Ale	6.5	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
937	Founders Imperial Stout	10	NULL	NULL	NULL	11	Stout	NULL	NULL
938	Founders Kentucky Breakfast Stout	11.2	NULL	NULL	NULL	11	Stout	NULL	NULL
1923	Founders Nemesis 2009	12	50	1.022	20	14	Barley Wine	20	Wheatwine
1924	Founders Nemesis 2010	12	85	1.022	14	14	Barley Wine	2	American Barleywine
936	Founders Pale Ale	6.2	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
940	Founders Porter	6.5	35	1.014	29	23	Porter	11	American Porter
941	Founders Red's Rye P.A.	6.6	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
2111	Four Peaks 8th Street Ale	4.5	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
2112	Four Peaks Hop Knot	6	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
2113	Four Peaks Kiltlifter	6.2	NULL	NULL	NULL	25	Scottish Style Ale	NULL	NULL
2114	Free State Ad Astra Ale	?	NULL	NULL	NULL	38	Old Ale	NULL	NULL
2115	Free State Copperhead Pale Ale	?	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
2116	Free State Oatmeal Stout	?	NULL	NULL	NULL	11	Stout	NULL	NULL
2117	Free State Wheat State Golden	?	NULL	NULL	NULL	30	Blonde	NULL	NULL
720	Full Sail Amber	5.5	NULL	NULL	NULL	29	Amber	NULL	NULL
201	Full Sail Black Gold Imperial Stout	10.5	70	1.024	35	11	Stout	56	Russian Imperial Stout
202	Full Sail Capsize	7.2	90	1.015	12	12	Pilsner	76	American Double / Imperial Pilsner
203	Full Sail Equinox	5.7	40	1.013	12	28	Bitter	51	Extra Special / Strong Bitter (ESB)
200	Full Sail Full Sail 21	8	21	1.02	16	16	Bock Beer	87	Doppelbock
208	Full Sail Full Sail IPA	6.5	50	1.014	11	10	India Pale Ale	8	American IPA
210	Full Sail Full Sail LTD 01	6.4	22	1.016	17	16	Bock Beer	86	Bock
211	Full Sail Full Sail LTD 02	6.4	32	1.01	17	20	Lager	75	American Amber / Red Lager
212	Full Sail Full Sail LTD 03	5.6	35	1.01	4	12	Pilsner	90	German Pilsener
214	Full Sail Full Sail Nut Brown Ale	6	32	1.012	27	13	Brown Ale	4	American Brown Ale
204	Full Sail Grandsun of Spot	6	50	1.014	11	10	India Pale Ale	8	American IPA
205	Full Sail Half Pipe Porter	5.4	35	1.014	29	23	Porter	11	American Porter
206	Full Sail Hopocity	5.2	30	1.009	9	31	Pale Ale	42	English Bitter
209	Full Sail Keelhauler	6.8	18	1.012	13	25	Scottish Style Ale	72	Scottish Ale
213	Full Sail Nugget	6.5	32	1.012	13	29	Amber	1	American Amber / Red Ale
215	Full Sail Old Boardhead	9	85	1.022	14	14	Barley Wine	2	American Barleywine
721	Full Sail Pale Ale	5.4	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
216	Full Sail Prodigal Sun IPA	6.2	50	1.014	11	10	India Pale Ale	8	American IPA
217	Full Sail Rip Curl	5	30	1.01	9	31	Pale Ale	46	English Pale Ale
1624	Full Sail Session Black	5.4	28	1.013	24	43	Schwarzbier	97	Schwarzbier
218	Full Sail Session Lager	5.1	10	1.006	3	20	Lager	78	American Pale Lager
722	Full Sail Slipknot Imperial IPA	7.8	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
723	Full Sail Sun Of Spot	6	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
207	Full Sail Top Sail	7.5	35	1.014	29	23	Porter	11	American Porter
724	Full Sail Top Sail	7.5	NULL	NULL	NULL	23	Porter	NULL	NULL
725	Full Sail Vesuvius	8.5	28	1.011	4	31	Pale Ale	25	Belgian Strong Pale Ale
726	Full Sail Wassail	7	25	1.016	17	36	Strong Ale	57	Winter Warmer
727	Full Sail Wreck The Halls	6.7	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
944	Fuller's 1845	6.3	26	1.02	17	36	Strong Ale	50	English Strong Ale
945	Fuller's ESB	5.9	NULL	NULL	NULL	28	Bitter	NULL	NULL
946	Fuller's London Porter	5.4	27	1.011	25	23	Porter	48	English Porter
947	Fuller's London Pride	4.7	30	1.01	9	31	Pale Ale	46	English Pale Ale
1925	Fuller's Vintage Ale	8.5	45	1.019	16	38	Old Ale	55	Old Ale
1700	Furthermore Oscura	5.3	38	1.013	12	15	Steam Beer	79	California Common / Steam Beer
1732	Gaffel Gaffel Kölsch	4.8	25	1.009	4	39	Kolsch	65	Kölsch
1189	Genesee Dundee Festive Ale	6.2	25	1.016	17	36	Strong Ale	57	Winter Warmer
1184	Genesee Dundee Honey Brown	4.5	32	1.01	17	29	Amber	75	American Amber / Red Lager
1185	Genesee Dundee India Pale Ale	6.3	50	1.014	11	10	India Pale Ale	8	American IPA
1186	Genesee Dundee Pale Ale	5.3	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
1187	Genesee Dundee Pale Bock Lager	6.2	28	1.015	8	16	Bock Beer	92	Maibock / Helles Bock
1188	Genesee Dundee Porter	6.5	35	1.014	29	23	Porter	11	American Porter
1190	Genesee Dundee Wheat Beer	4.2	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
1239	Genesee Genesee Cream Ale	5.1	18	1.009	4	17	Cream Ale	17	Cream Ale
2118	Genesee Genny Light	3.6	NULL	NULL	NULL	20	Lager	NULL	NULL
1698	Genesee Narragansett Lager	5.1	10	1.006	3	20	Lager	74	American Adjunct Lager
220	Goose Island 312	4.2	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
1926	Goose Island Bourbon County Brand Coffee Stout	13	70	1.024	35	11	Stout	7	American Double / Imperial Stout
221	Goose Island Bourbon County Stout	13	70	1.024	35	11	Stout	7	American Double / Imperial Stout
222	Goose Island Christmas Ale	5.4	25	1.016	17	8	Misc	57	Winter Warmer
223	Goose Island Demolition	6.7	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
2119	Goose Island Green Line Pale Ale	5	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
1851	Goose Island Harvest Ale	5.6	40	1.013	12	28	Bitter	51	Extra Special / Strong Bitter (ESB)
728	Goose Island Honker's Ale	5	30	1.009	9	28	Bitter	42	English Bitter
729	Goose Island Imperial IPA	9.2	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
730	Goose Island India Pale Ale	5.9	50	1.014	11	10	India Pale Ale	8	American IPA
224	Goose Island Juliet	6.7	17	1.01	8	32	Wild Ale	14	American Wild Ale
225	Goose Island Matilda	7	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
226	Goose Island Mild Winter	5.6	25	1.016	17	45	Specialty Grain	57	Winter Warmer
227	Goose Island Naughty Goose	5.2	32	1.012	27	13	Brown Ale	4	American Brown Ale
1927	Goose Island Night Stalker	11.7	70	1.024	35	11	Stout	7	American Double / Imperial Stout
731	Goose Island Nut Brown Ale	5.2	20	1.011	22	13	Brown Ale	43	English Brown Ale
732	Goose Island Oatmeal Stout	5	33	1.015	32	11	Stout	54	Oatmeal Stout
228	Goose Island Pere Jacques	9	20	1.013	13	33	Dubbel	28	Dubbel
229	Goose Island Red Felt	5.7	32	1.012	13	29	Amber	1	American Amber / Red Ale
230	Goose Island Sofie	6.5	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
231	Goose Island Summertime	5	25	1.009	4	39	Kolsch	65	Kölsch
1795	Gordon Biersch Black Toad	5.3	20	1.011	22	13	Brown Ale	43	English Brown Ale
1248	Grand Teton Bitch Creek ESB	6.5	40	1.013	12	28	Bitter	51	Extra Special / Strong Bitter (ESB)
1249	Grand Teton Black Cauldron	8	70	1.024	35	11	Stout	7	American Double / Imperial Stout
1648	Grand Teton Howling Wolf	8	22	1.019	19	26	Wheat Beer	67	Weizenbock
1250	Grand Teton Lost Continent	8	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
1251	Grand Teton Sweetgrass IPA	6.5	50	1.014	11	10	India Pale Ale	8	American IPA
232	Great Divide 15th Anniversary Wood Aged Double IPA	10	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
1784	Great Divide 16th Anniversary Wood Aged	10	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
233	Great Divide Barrel-Aged Old Ruffian	12.7	85	1.022	14	14	Barley Wine	2	American Barleywine
234	Great Divide Belgica	7.2	55	1.014	11	10	India Pale Ale	22	Belgian IPA
235	Great Divide Chocolate Oak-Aged Yeti Imperial Stout	9.5	70	1.024	35	11	Stout	7	American Double / Imperial Stout
236	Great Divide Claymore Scotch Ale	7.7	26	1.035	19	25	Scottish Style Ale	71	Scotch Ale / Wee Heavy
1826	Great Divide Colette Farmhouse Ale	7.3	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
237	Great Divide Denver Pale Ale	5.4	30	1.01	9	31	Pale Ale	46	English Pale Ale
238	Great Divide Double Wit	8.1	15	1.01	3	26	Wheat Beer	38	Witbier
239	Great Divide Dunkel Weisse	6.4	13	1.012	18	26	Wheat Beer	61	Dunkelweizen
1791	Great Divide Espresso Oak Aged Yeti	9.5	70	1.024	35	11	Stout	7	American Double / Imperial Stout
240	Great Divide Fresh Hop Pale Ale	6.1	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
241	Great Divide Hades	7.3	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
242	Great Divide Hercules Double IPA	9.1	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
243	Great Divide Hibernation Ale	8.1	25	1.016	17	38	Old Ale	57	Winter Warmer
244	Great Divide Hoss	6.2	23	1.014	11	42	Marzen	95	Märzen / Oktoberfest
245	Great Divide Oak-Aged Yeti	9.5	70	1.024	35	11	Stout	56	Russian Imperial Stout
246	Great Divide Old Ruffian	10.27	85	1.022	14	14	Barley Wine	2	American Barleywine
1824	Great Divide Rumble IPA	7.1	50	1.014	11	10	India Pale Ale	8	American IPA
248	Great Divide Saison Farmhouse Ale	7.3	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
249	Great Divide Samurai Rice Ale	5.2	20	1.011	4	30	Blonde	3	American Blonde Ale
1860	Great Divide Smoked Baltic Porter	6.2	30	1.02	23	23	Porter	39	Baltic Porter
247	Great Divide St. Bridget's Porter	6	35	1.014	29	23	Porter	11	American Porter
250	Great Divide Titan IPA	6.8	50	1.014	11	10	India Pale Ale	8	American IPA
1825	Great Divide Tripel	9.3	30	1.011	6	9	Tripel	37	Tripel
251	Great Divide Wild Raspberry Ale	5.6	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
252	Great Divide Yeti Imperial Stout	9.5	70	1.024	35	11	Stout	56	Russian Imperial Stout
792	Great Lakes Barrel-Aged Blackout Stout	9	NULL	NULL	NULL	11	Stout	NULL	NULL
793	Great Lakes Blackout Stout	9	NULL	NULL	NULL	11	Stout	NULL	NULL
794	Great Lakes Burning River	6	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
795	Great Lakes Christmas Ale	7.5	25	1.016	17	44	Fruit/Vegetable	57	Winter Warmer
796	Great Lakes Commodore Perry	7.5	50	1.014	11	10	India Pale Ale	8	American IPA
797	Great Lakes Conway's irish Ale	6.5	22	1.011	14	29	Amber	69	Irish Red Ale
798	Great Lakes Dortmunder Gold	5.8	NULL	NULL	NULL	20	Lager	NULL	NULL
799	Great Lakes Edmund Fitzgerald	5.8	35	1.014	29	23	Porter	11	American Porter
800	Great Lakes Eliot Ness	6.2	24	1.012	13	20	Lager	98	Vienna Lager
801	Great Lakes Glockenspiel	8	22	1.019	19	16	Bock Beer	67	Weizenbock
802	Great Lakes Grassroots Ale	6.2	NULL	NULL	NULL	24	Saison	NULL	NULL
803	Great Lakes Holy Moses White Ale	5.4	NULL	NULL	NULL	26	Wheat Beer	NULL	NULL
1666	Great Lakes Lake Erie Monster	9.1	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
804	Great Lakes Moondog Ale	5	NULL	NULL	NULL	28	Bitter	NULL	NULL
805	Great Lakes Nosferatu	8	85	1.02	13	36	Strong Ale	13	American Strong Ale
806	Great Lakes Oktoberfest	6.5	NULL	NULL	NULL	42	Marzen	NULL	NULL
253	Great Lakes Orange Peel Ale	5.3	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
254	Great Lakes Winter Ale	6.2	25	1.016	17	8	Misc	57	Winter Warmer
948	Green Flash Barleywine	10	NULL	NULL	NULL	14	Barley Wine	NULL	NULL
952	Green Flash Double Stout	8.8	NULL	NULL	NULL	11	Stout	NULL	NULL
949	Green Flash Hop Head Red	6.3	NULL	NULL	NULL	29	Amber	NULL	NULL
950	Green Flash Imperial IPA	9	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
951	Green Flash Le Freak	9.2	NULL	NULL	NULL	9	Tripel	NULL	NULL
953	Green Flash West Coast IPA	7.3	50	1.014	11	10	India Pale Ale	8	American IPA
1252	Green's Green's Discovery	6	26	1.02	17	36	Strong Ale	50	English Strong Ale
1253	Green's Green's Endeavor	7	20	1.013	13	33	Dubbel	28	Dubbel
1254	Green's Green's Quest	8.5	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
1928	Greene King / Morland Abbot Ale	5	30	1.01	9	31	Pale Ale	46	English Pale Ale
1929	Greene King / Morland Olde Suffolk English Ale	6	45	1.019	16	38	Old Ale	55	Old Ale
1930	Greene King / Morland Wexford Irish Cream Ale	5	30	1.009	9	28	Bitter	42	English Bitter
1255	Grolsch Grolsch Premium Lager	5	12	1.006	3	20	Lager	84	Euro Pale Lager
